precision: 90.09	recall: 83.41	FB1: 86.62	M_FB1: 86.62	accuracy: 96.17
precision: 98.98	recall: 94.87	FB1: 96.87	MFB1: 96.88	Hora
precision: 49.08	recall: 25.57	FB1: 33.59	MFB1: 33.63	Evento
precision: 81.52	recall: 73.13	FB1: 77.05	MFB1: 77.10	Organizacao
precision: 78.82	recall: 59.30	FB1: 67.41	MFB1: 67.68	Curso
precision: 93.18	recall: 89.51	FB1: 91.30	MFB1: 91.31	Pessoa
precision: 84.84	recall: 71.61	FB1: 77.66	MFB1: 77.67	Localizacao
precision: 96.53	recall: 96.14	FB1: 96.33	MFB1: 96.33	Data
precision: 93.01	recall: 93.78	FB1: 93.39	MFB1: 93.39	UnidadeOrganica
