processed 22069 tokens with 1382 phrases; found: 1291 phrases; correct: 1157.
accuracy:  96.82%; precision:  89.62%; recall:  83.72%; FB1:  86.57
            Curso: precision:  81.40%; recall:  57.38%; FB1:  67.31  43
             Data: precision:  95.68%; recall:  93.79%; FB1:  94.72  347
           Evento: precision:  69.23%; recall:  22.50%; FB1:  33.96  13
             Hora: precision: 100.00%; recall:  94.64%; FB1:  97.25  106
      Localizacao: precision:  79.75%; recall:  72.63%; FB1:  76.02  163
      Organizacao: precision:  81.54%; recall:  75.99%; FB1:  78.66  260
           Pessoa: precision:  92.59%; recall:  92.11%; FB1:  92.35  189
  UnidadeOrganica: precision:  92.94%; recall:  94.61%; FB1:  93.77  170
