processed 6937 tokens with 497 phrases; found: 235 phrases; correct: 191.
accuracy:  95.31%; precision:  81.28%; recall:  38.43%; FB1:  52.19
LOCAL_FISICO_AGUAMASSA: precision: 100.00%; recall:  16.67%; FB1:  28.57  1
LOCAL_FISICO_ILHA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_FISICO_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_CONSTRUCAO: precision:  75.00%; recall:  15.79%; FB1:  26.09  12
LOCAL_HUMANO_DIVISAO: precision:  71.43%; recall:  36.84%; FB1:  48.61  49
LOCAL_HUMANO_PAIS: precision:  69.57%; recall:  43.24%; FB1:  53.33  23
LOCAL_HUMANO_REGIAO: precision:  80.00%; recall:  28.57%; FB1:  42.11  5
 LOCAL_HUMANO_RUA: precision: 100.00%; recall:  31.03%; FB1:  47.37  9
LOCAL_VIRTUAL_COMSOCIAL: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_VIRTUAL_SITIO: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
OBRA_REPRODUZIDA_FILME: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
ORGANIZACAO_EMPRESA_: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
TEMPO_TEMPO_CALEND_DATA: precision:  86.47%; recall:  56.10%; FB1:  68.05  133
TEMPO_TEMPO_CALEND_HORA: precision: 100.00%; recall:  22.22%; FB1:  36.36  2
TEMPO_TEMPO_CALEND_INTERVALO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
