processed 388 tokens with 31 phrases; found: 26 phrases; correct: 24.
accuracy:  94.85%; precision:  92.31%; recall:  77.42%; FB1:  84.21
            Curso: precision: 100.00%; recall: 100.00%; FB1: 100.00  1
             Data: precision: 100.00%; recall: 100.00%; FB1: 100.00  6
           Evento: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Hora: precision: 100.00%; recall: 100.00%; FB1: 100.00  6
      Localizacao: precision: 100.00%; recall:  33.33%; FB1:  50.00  2
      Organizacao: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
           Pessoa: precision: 100.00%; recall: 100.00%; FB1: 100.00  4
  UnidadeOrganica: precision: 100.00%; recall: 100.00%; FB1: 100.00  5
