processed 5206 tokens with 415 phrases; found: 12 phrases; correct: 2.
accuracy:  81.50%; precision:  16.67%; recall:   0.48%; FB1:   0.94
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            LOCAL: precision: 100.00%; recall:   1.85%; FB1:   3.64  1
             OBRA: precision: 100.00%; recall:   2.44%; FB1:   4.76  1
      ORGANIZACAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
            TEMPO: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
            VALOR: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
