processed 6011 tokens with 203 phrases; found: 93 phrases; correct: 53.
accuracy:  95.13%; precision:  56.99%; recall:  26.11%; FB1:  35.81
LOCAL_FISICO_AGUACURSO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_FISICO_ILHA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
LOCAL_FISICO_REGIAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_CONSTRUCAO: precision:  66.67%; recall:  30.77%; FB1:  42.11  6
LOCAL_HUMANO_DIVISAO: precision:  48.00%; recall:  15.79%; FB1:  23.76  25
LOCAL_HUMANO_OUTRO: precision: 100.00%; recall:  25.00%; FB1:  40.00  2
LOCAL_HUMANO_PAIS: precision:  87.50%; recall:  58.33%; FB1:  70.00  16
LOCAL_HUMANO_REGIAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
 LOCAL_HUMANO_RUA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_VIRTUAL_COMSOCIAL: precision: 100.00%; recall:  33.33%; FB1:  50.00  1
LOCAL_VIRTUAL_SITIO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_LIVRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_MUSICA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
TEMPO_TEMPO_CALEND_DATA: precision:  55.88%; recall:  35.19%; FB1:  43.18  34
TEMPO_TEMPO_CALEND_HORA: precision: 100.00%; recall:  50.00%; FB1:  66.67  1
TEMPO_TEMPO_CALEND_INTERVALO: precision:   0.00%; recall:   0.00%; FB1:   0.00  7
