precision: 88.26	recall: 80.88	FB1: 84.39	M_FB1: 84.41	accuracy: 95.97
precision: 97.14	recall: 85.73	FB1: 90.97	MFB1: 91.08	Hora
precision: 53.67	recall: 26.86	FB1: 35.28	MFB1: 35.80	Evento
precision: 80.07	recall: 73.65	FB1: 76.67	MFB1: 76.73	Organizacao
precision: 78.84	recall: 60.04	FB1: 67.67	MFB1: 68.17	Curso
precision: 89.03	recall: 79.05	FB1: 83.67	MFB1: 83.74	Pessoa
precision: 81.01	recall: 73.11	FB1: 76.69	MFB1: 76.86	Localizacao
precision: 94.26	recall: 95.24	FB1: 94.70	MFB1: 94.75	Data
precision: 93.81	recall: 91.09	FB1: 92.41	MFB1: 92.43	UnidadeOrganica
