processed 21703 tokens with 1382 phrases; found: 1609 phrases; correct: 955.
accuracy:  94.07%; precision:  59.35%; recall:  69.10%; FB1:  63.86
            Curso: precision:  42.47%; recall:  50.82%; FB1:  46.27  73
             Data: precision:  83.38%; recall:  87.85%; FB1:  85.56  373
           Evento: precision:   6.25%; recall:  12.50%; FB1:   8.33  80
             Hora: precision: 100.00%; recall:  91.07%; FB1:  95.33  102
      Localizacao: precision:  48.57%; recall:  56.98%; FB1:  52.44  210
      Organizacao: precision:  50.17%; recall:  52.33%; FB1:  51.23  291
           Pessoa: precision:  57.42%; recall:  63.16%; FB1:  60.15  209
  UnidadeOrganica: precision:  50.92%; recall:  82.63%; FB1:  63.01  271
