processed 18787 tokens with 1408 phrases; found: 245 phrases; correct: 44.
accuracy:  79.40%; precision:  17.96%; recall:   3.12%; FB1:   5.32
            Curso: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Data: precision:  19.79%; recall:  10.63%; FB1:  13.83  187
           Evento: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Hora: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
      Localizacao: precision:  16.67%; recall:   0.65%; FB1:   1.25  6
      Organizacao: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           Pessoa: precision:   8.00%; recall:   1.70%; FB1:   2.81  50
  UnidadeOrganica: precision: 100.00%; recall:   1.09%; FB1:   2.16  2
