processed 23455 tokens with 1450 phrases; found: 1298 phrases; correct: 1049.
accuracy:  94.86%; precision:  80.82%; recall:  72.34%; FB1:  76.35
            Curso: precision:  76.09%; recall:  68.63%; FB1:  72.16  46
             Data: precision:  91.46%; recall:  86.01%; FB1:  88.65  316
           Evento: precision:  35.29%; recall:  27.27%; FB1:  30.77  34
             Hora: precision: 100.00%; recall:  87.74%; FB1:  93.47  93
      Localizacao: precision:  64.29%; recall:  53.73%; FB1:  58.54  168
      Organizacao: precision:  73.45%; recall:  69.75%; FB1:  71.55  226
           Pessoa: precision:  80.70%; recall:  67.15%; FB1:  73.31  228
  UnidadeOrganica: precision:  86.63%; recall:  81.00%; FB1:  83.72  187
