processed 385 tokens with 31 phrases; found: 37 phrases; correct: 21.
accuracy:  87.53%; precision:  56.76%; recall:  67.74%; FB1:  61.76
            Curso: precision:  50.00%; recall: 100.00%; FB1:  66.67  2
             Data: precision:  75.00%; recall: 100.00%; FB1:  85.71  8
           Evento: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Hora: precision:  85.71%; recall: 100.00%; FB1:  92.31  7
      Localizacao: precision:  50.00%; recall:  16.67%; FB1:  25.00  2
      Organizacao: precision:  25.00%; recall:  50.00%; FB1:  33.33  4
           Pessoa: precision:  33.33%; recall:  75.00%; FB1:  46.15  9
  UnidadeOrganica: precision:  60.00%; recall:  60.00%; FB1:  60.00  5
