processed 2249 tokens with 73 phrases; found: 16 phrases; correct: 2.
accuracy:  90.75%; precision:  12.50%; recall:   2.74%; FB1:   4.49
            Curso: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Data: precision:  18.18%; recall:  16.67%; FB1:  17.39  11
           Evento: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Hora: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
      Localizacao: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
      Organizacao: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           Pessoa: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
  UnidadeOrganica: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
