processed 22014 tokens with 1460 phrases; found: 276 phrases; correct: 63.
accuracy:  81.83%; precision:  22.83%; recall:   4.32%; FB1:   7.26
            Curso: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Data: precision:  26.85%; recall:  16.81%; FB1:  20.68  216
           Evento: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
             Hora: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
      Localizacao: precision:  20.00%; recall:   0.69%; FB1:   1.33  5
      Organizacao: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
           Pessoa: precision:   4.08%; recall:   0.81%; FB1:   1.35  49
  UnidadeOrganica: precision: 100.00%; recall:   0.85%; FB1:   1.68  2
