processed 8301 tokens with 150 phrases; found: 85 phrases; correct: 60.
accuracy:  97.35%; precision:  70.59%; recall:  40.00%; FB1:  51.06
LOCAL_FISICO_PLANETA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_FISICO_REGIAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_CONSTRUCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_DIVISAO: precision:  78.57%; recall:  28.95%; FB1:  42.31  14
LOCAL_HUMANO_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_PAIS: precision:  69.57%; recall:  80.00%; FB1:  74.42  23
LOCAL_HUMANO_REGIAO: precision:  50.00%; recall:  14.29%; FB1:  22.22  2
 LOCAL_HUMANO_RUA: precision: 100.00%; recall:  50.00%; FB1:  66.67  1
LOCAL_VIRTUAL_COMSOCIAL: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_LIVRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
ORGANIZACAO_ADMINISTRACAO_SUB: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
TEMPO_TEMPO_CALEND_DATA: precision:  65.85%; recall:  50.94%; FB1:  57.45  41
TEMPO_TEMPO_CALEND_INTERVALO: precision: 100.00%; recall:  44.44%; FB1:  61.54  4
