processed 9337 tokens with 941 phrases; found: 34 phrases; correct: 5.
accuracy:  80.34%; precision:  14.71%; recall:   0.53%; FB1:   1.03
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            LOCAL: precision: 100.00%; recall:   2.07%; FB1:   4.06  4
             OBRA: precision:  33.33%; recall:   1.16%; FB1:   2.25  3
      ORGANIZACAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
            TEMPO: precision:   0.00%; recall:   0.00%; FB1:   0.00  24
            VALOR: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
